path,type,size_bytes,category,component,purpose,runtime_impact,source_of_truth,last_commit,status,recommendation,sha256,snapshot_sha
aither-v2/05-gateway-redis/.gitkeep,(none),0,other,placeholder,Purpose requires manual classification for placeholder,NO,NO,9d7818424835,Stale,REVIEW,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/06-portal-spa-bff-sse/.gitkeep,(none),0,other,placeholder,Purpose requires manual classification for placeholder,NO,NO,9d7818424835,Stale,REVIEW,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/07-oauth/.gitkeep,(none),0,other,placeholder,Purpose requires manual classification for placeholder,NO,NO,9d7818424835,Stale,REVIEW,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/deploy/10-precheck.sh,.sh,3599,script,deployment,Shell script for deployment,NO,NO,3bb5213e8b27,Active,KEEP,ba30add422be7864578640c043038ae3d25cdde2ab24a760e9ece5f9024ab38c,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/deploy/20-infrastructure.sh,.sh,4915,script,deployment,Shell script for deployment,NO,NO,8f765e14623a,Active,KEEP,563d874a6e5bb1fa78a439eb59bbaba98d1a42539a8750f602aa286667cff0b8,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/deploy/30-services.sh,.sh,5204,script,deployment,Shell script for deployment,NO,NO,8f765e14623a,Active,KEEP,b58f5b71ca465ba08392c302b1374960dfe1748396178987da16e497ca75edb0,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/deploy/40-validation.sh,.sh,4114,script,deployment,Shell script for deployment,NO,NO,3bb5213e8b27,Active,KEEP,3abde3781845c9888b21edaffc87b477545cfc8fd30a233dc416da10cacc7480,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/deploy/deploy.sh,.sh,6035,script,deployment,Shell script for deployment,NO,NO,3bb5213e8b27,Active,KEEP,645395ba1d37f2c188bf2947f2668a20754844a75881f632193784b54134c39e,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/00-governance/current-mvp-status.md,.md,3668,documentation,mvp-roadmap,Documentation: Mvp Roadmap,NO,NO,4436ddb0f189,Active,KEEP,2d3364d3879ff9582728a011515d90a4b0505920602a8a9b8b9e5e7424a9f6c6,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/00-governance/status-rules.md,.md,1437,documentation,mvp-roadmap,Documentation: Mvp Roadmap,NO,NO,aacf95ae0020,Active,KEEP,c77770d35cea7f916000fbe739a3aab5eda93696c2283cbb8ea6e03a0d5f2bb4,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/01-cluster-gpu/INSTRUCTIONS.md,.md,899,documentation,mvp-roadmap,Documentation: Mvp Roadmap,NO,NO,aacf95ae0020,Active,KEEP,d787ae75567e6d9049eb363c2b42abdb2dc159c11ff04a64e70fd81e8b02efbb,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/01-cluster-gpu/cluster-topology-report.md,.md,3639,documentation,mvp-roadmap,Documentation: Mvp Roadmap,NO,NO,d7131e6143ef,Active,KEEP,80c098c1e8f100c09a61ab4bbee64cfd2e83d62db171701e7eb7c533b499ed97,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/01-cluster-gpu/evidence/aither-inference-events-tail.txt,.txt,29,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,aacf95ae0020,Evidence,KEEP,200e74abd77e740739c6aa1eadf655e4e7cbf7242b3a42a05bb048d144455ccb,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/01-cluster-gpu/evidence/aither-inference-pods-wide.txt,.txt,1216,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,aacf95ae0020,Evidence,KEEP,27d2c31885527eebc1a73c0482a23050391c340d60963b5377f23fad9daf2579,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/01-cluster-gpu/evidence/describe-node-n7-full.txt,.txt,13035,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,aacf95ae0020,Evidence,KEEP,18cbdcf8a45747053ff108bcccee2179109b3e18b36b185714843cf621ec7e56,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/01-cluster-gpu/evidence/describe-node-n7-gpu.txt,.txt,2840,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,aacf95ae0020,Evidence,KEEP,fe1db1ae56c5bc73dc330b941cf0018498c1de98a16600fd097eddc05d7ac6e1,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/01-cluster-gpu/evidence/describe-node-n8-full.txt,.txt,15226,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,aacf95ae0020,Evidence,KEEP,b81b54065536c3c59d29f3e57730499e37a1a148af59c966a05edb9827fc2334,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/01-cluster-gpu/evidence/describe-node-n8-gpu.txt,.txt,2849,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,aacf95ae0020,Evidence,KEEP,233b110e608740b62bf7719412ec994a3081ace9572b89d525e8e5ab2d3b4f36,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/01-cluster-gpu/evidence/gpu-runtime-test-describe.txt,.txt,2664,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,aacf95ae0020,Evidence,KEEP,d503c5d00b91dcbaf2d5c4f0a47a0ac7d86f7580d6c84f5c7dfaa0a023486461,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/01-cluster-gpu/evidence/gpu-runtime-test-pod-wide.txt,.txt,256,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,aacf95ae0020,Evidence,KEEP,37c6fbbce6177d10b2c3b47c6dbe92c2637cd1cf0aa6945a4859849c37dcd4aa,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/01-cluster-gpu/evidence/kubectl-get-nodes-wide.txt,.txt,457,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,aacf95ae0020,Evidence,KEEP,b075b02b773ec76709312d645b0fb18670e12a4a41539494f27d1bb2abcba1e8,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/01-cluster-gpu/evidence/kubectl-get-pods-all-wide.txt,.txt,8896,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,aacf95ae0020,Evidence,KEEP,100c9b2ec1bf5b52ebfbfa4d7b96191018be7221bf3358c30259d2ca3c326c60,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/01-cluster-gpu/evidence/nvidia-pods.txt,.txt,1299,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,aacf95ae0020,Evidence,KEEP,266243b42027be897aaba728dc58db47118f7dde0ddd05ac8115f15ef53ebd6e,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/01-cluster-gpu/evidence/runtimeclass.txt,.txt,145,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,aacf95ae0020,Evidence,KEEP,d475592aecf1b8c0ea73dd789efc361b50a5b9764aeacd7a86c9b2111366704d,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/01-cluster-gpu/gpu-runtime-validation.md,.md,2010,documentation,mvp-roadmap,Documentation: Mvp Roadmap,NO,NO,d7131e6143ef,Active,KEEP,8c3557384db1299d92c6eddc37c1395c9826d773eeba58ad96cf4c7275470895,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/01-cluster-gpu/logs/gpu-runtime-test-nvidia-smi.log,.log,1688,text,mvp-roadmap,Purpose requires manual classification for mvp-roadmap,NO,NO,aacf95ae0020,Active,KEEP,39a356d0e5fcdf43dfecc0d7cc565bd9fe5a59e6cabea83c53a6b58ae25a640c,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/02-inference-acceptance/32b-benchmark-report.md,.md,2006,documentation,mvp-roadmap,Documentation: Mvp Roadmap,NO,NO,9a46710036ea,Active,KEEP,73441e9359a8e41bdfa7d914bcadd7f1090085538b6035fa848d4f51a906359f,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/02-inference-acceptance/INSTRUCTIONS.md,.md,808,documentation,mvp-roadmap,Documentation: Mvp Roadmap,NO,NO,63f2fb7943b9,Active,KEEP,e5b8f59207d95ba73a4195ab5f93d2042f16446cd432a741ceba2c7d314d4504,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/02-inference-acceptance/LOAD_TEST_60MIN_REPORT.md,.md,2633,documentation,mvp-roadmap,Documentation: Mvp Roadmap,NO,NO,b3b313af7daf,Active,KEEP,587df5d429ccf0c7e926d09661af7052a9fa037d33870397c9e5ff8ad8263fe6,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/02-inference-acceptance/evidence/.gitkeep,(none),0,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,aacf95ae0020,Evidence,KEEP,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/02-inference-acceptance/evidence/14b-chat-result.json,.json,116,evidence,mvp-roadmap,JSON data for mvp-roadmap,NO,NO,63f2fb7943b9,Evidence,KEEP,dc2e5213650d7b296745ad64ae9e5aeb60e14543f094e5c65ebdfdb84a2d6bab,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/02-inference-acceptance/evidence/14b-health.txt,.txt,116,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,63f2fb7943b9,Evidence,KEEP,9b876803738346b1449aba7f39bebb64f128be96a2ec8fc0649cd9eabe4cd506,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/02-inference-acceptance/evidence/32b-chat-result.txt,.txt,112,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,63f2fb7943b9,Evidence,KEEP,b32a943aa599c98800eeeba08911380fd8bb7bbb491da04a773e5a1ac089506a,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/02-inference-acceptance/evidence/32b-completion-result.json,.json,112,evidence,mvp-roadmap,JSON data for mvp-roadmap,NO,NO,63f2fb7943b9,Evidence,KEEP,d7c403f37a20147a4dc192c040a98ef886c41a3bd50b467ace8f4f5cae176a70,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/02-inference-acceptance/evidence/32b-gateway-chat-blocked-422.txt,.txt,141,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,9a46710036ea,Evidence,KEEP,4249354ed475f10a81281c26422c9627d8bb0966dc6bf7ef70d61dc4f787d104,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/02-inference-acceptance/evidence/32b-gateway-completion-result.json,.json,262,evidence,mvp-roadmap,JSON data for mvp-roadmap,NO,NO,9a46710036ea,Evidence,KEEP,ea7a3df5215df4ce18b22ae506df533d66c0020fdddba0e40c1e8c1e6d1a7e11,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/02-inference-acceptance/evidence/32b-health.txt,.txt,112,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,63f2fb7943b9,Evidence,KEEP,85152e16a5b3fdd72f32154ff9937bdd048df69f2263d6482c0cefa75b9ae5a1,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/02-inference-acceptance/evidence/aither-inference-events-before.txt,.txt,2657,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,63f2fb7943b9,Evidence,KEEP,1cc9209daefd83f1dfdd66bcf2dcaf58315d5f10a977c77b34af220a3d4a924e,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/02-inference-acceptance/evidence/benchmark-load-60min-describe.txt,.txt,5366,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,b3b313af7daf,Evidence,KEEP,069adb7edf493c5fad734bfc50d59681ebd9599bca6d12ee5ade989a712d480f,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/02-inference-acceptance/evidence/benchmark-load-60min-job-wide.txt,.txt,286,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,b3b313af7daf,Evidence,KEEP,e148e8120556b608fa58bdaf688ac0306ddc040d6ffab7cf54171178eaa82fa5,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/02-inference-acceptance/evidence/benchmark-load-60min-pod-wide.txt,.txt,276,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,b3b313af7daf,Evidence,KEEP,41007cc5724c3a6e8dd04042d0abf7e020b3a1c7d2d228488c34e953cf2b8874,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/02-inference-acceptance/evidence/benchmark-smoke-describe.txt,.txt,5638,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,63f2fb7943b9,Evidence,KEEP,a5d3e4f2484fde8048701229ad27d2020cc768d38d457346afb2ef9883580192,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/02-inference-acceptance/evidence/benchmark-smoke-pod-wide.txt,.txt,268,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,63f2fb7943b9,Evidence,KEEP,1491dc010e05f1eeb3aa9d7f2778a3476ecad65ac9ebfe299a109d8b6933d707,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/02-inference-acceptance/evidence/gateway-auth-no-token.txt,.txt,141,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,9a46710036ea,Evidence,KEEP,f1923d1ec3f637b932f8e4a6a0ca94871654e0eb54d6dfe62329ab0b2dbd7ca3,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/02-inference-acceptance/evidence/gateway-auth-valid-token.txt,.txt,145,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,9a46710036ea,Evidence,KEEP,c1987788c4aef49668a5fecdac7e2f76f4c5cb3f2b33656e77da3af55b26bac4,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/02-inference-acceptance/evidence/gateway-auth-wrong-token.txt,.txt,151,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,9a46710036ea,Evidence,KEEP,e776c4ebb1aa999b836de05af41e131ec80347943fc55073795776a061d1b331,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/02-inference-acceptance/evidence/load-test-events-tail.txt,.txt,2417,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,b3b313af7daf,Evidence,KEEP,faba39945596d11a9b5538a3314e786973d74d2d8e6055670cdcaec8f78deb52,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/02-inference-acceptance/evidence/load-test-gpu-after.txt,.txt,241,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,b3b313af7daf,Evidence,KEEP,a265594cd2a860b9806e286b74eb2304836a25b4754ee09a05be1cd618072e5f,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/02-inference-acceptance/evidence/load-test-gpu-before.txt,.txt,241,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,63f2fb7943b9,Evidence,KEEP,a265594cd2a860b9806e286b74eb2304836a25b4754ee09a05be1cd618072e5f,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/02-inference-acceptance/evidence/load-test-pods-after.txt,.txt,1669,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,b3b313af7daf,Evidence,KEEP,7107911277b8c90a4e4500186ce14d5c77446bd10220e010a032d0604ede2d4e,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/02-inference-acceptance/evidence/load-test-pods-before.txt,.txt,1367,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,63f2fb7943b9,Evidence,KEEP,56433b20c18c210ff2a5d68715adbd5dfa21526408d0dc08b7c9ebbd1651df43,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/02-inference-acceptance/evidence/streaming-ttft-14b.jsonl,.jsonl,331,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,9a46710036ea,Evidence,KEEP,a84509dcb675af7e1e2bb5c9d257896f78a3970ccf80ba2335e309f3f81d0faa,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/02-inference-acceptance/evidence/streaming-ttft-32b.jsonl,.jsonl,326,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,9a46710036ea,Evidence,KEEP,ae47f37313426fbb119e0ae85ee0dbf322a6624fbf5eef41e6a1214d6d6c1402,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/02-inference-acceptance/evidence/vllm-deployments.txt,.txt,768,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,63f2fb7943b9,Evidence,KEEP,8bc8c3fe4cc151f1a003a66725323dad5b24f6b4183b347c24507a034d7e1a30,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/02-inference-acceptance/evidence/vllm-endpoints.txt,.txt,262,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,63f2fb7943b9,Evidence,KEEP,a083a7c4d37f20c24218a1054735efa535d62d45c5c2bb4f9d291def97f13b7e,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/02-inference-acceptance/evidence/vllm-pods-wide.txt,.txt,1216,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,63f2fb7943b9,Evidence,KEEP,ad812af7a4aa394b1057fc5ab2dbca4cbd124d4ad66627aef05189d6fd99899f,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/02-inference-acceptance/evidence/vllm-services.txt,.txt,432,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,63f2fb7943b9,Evidence,KEEP,b6831f425045cc80547d65a90673ecc8b775c32dcf3824db9d41b296e08b208f,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/02-inference-acceptance/logs/.gitkeep,(none),0,other,mvp-roadmap,Purpose requires manual classification for mvp-roadmap,NO,NO,aacf95ae0020,Active,KEEP,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/02-inference-acceptance/logs/benchmark-load-60min.log,.log,1607,text,mvp-roadmap,Purpose requires manual classification for mvp-roadmap,NO,NO,b3b313af7daf,Active,KEEP,2d2ec50cac4d7e2b5fb45eba434678a035fbacbafe50e0dc16d314c5090428db,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/02-inference-acceptance/logs/benchmark-smoke.log,.log,2341,text,mvp-roadmap,Purpose requires manual classification for mvp-roadmap,NO,NO,63f2fb7943b9,Active,KEEP,92ff559fd0ec36f2cfe7ed043ae3bf8a1216cfac01369899f90c5ba96de13145,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/02-inference-acceptance/logs/streaming-ttft-14b.log,.log,484,text,mvp-roadmap,Purpose requires manual classification for mvp-roadmap,NO,NO,9a46710036ea,Active,KEEP,1cefce6bbf5798b17f18d63b32bd7a855dd6e7d71cb93adbe28bdee89cc5776a,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/02-inference-acceptance/logs/streaming-ttft-32b.log,.log,1330,text,mvp-roadmap,Purpose requires manual classification for mvp-roadmap,NO,NO,9a46710036ea,Active,KEEP,2dd3059a984ee18ea0f5093e4d461349a633be984c9f3cbaf40fac310820889a,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/02-inference-acceptance/logs/vllm-vllm-14b-instruct-after-load-tail.log,.log,30614,text,mvp-roadmap,Purpose requires manual classification for mvp-roadmap,NO,NO,b3b313af7daf,Active,KEEP,aaab4163d716061605a1b6d8398e3b41393f44507b20e7644c050969544bda3e,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/02-inference-acceptance/logs/vllm-vllm-14b-instruct-tail.log,.log,29,text,mvp-roadmap,Purpose requires manual classification for mvp-roadmap,NO,NO,63f2fb7943b9,Active,KEEP,bdba07186823a58e4043e0520ab67d36e4186df86d71c1d235a37e4230d3b9f6,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/02-inference-acceptance/logs/vllm-vllm-32b-gptq-after-load-tail.log,.log,26587,text,mvp-roadmap,Purpose requires manual classification for mvp-roadmap,NO,NO,b3b313af7daf,Active,KEEP,d552d5b9b1367ff90b3121777d8b46152308a406940e9b603e668a6cd84a774b,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/02-inference-acceptance/logs/vllm-vllm-32b-gptq-tail.log,.log,11799,text,mvp-roadmap,Purpose requires manual classification for mvp-roadmap,NO,NO,63f2fb7943b9,Active,KEEP,f1b4658d7ac1e5af6f5398a5642b889a78c47e27edf1a15539dd4876a7c8a588,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/02-inference-acceptance/streaming-ttft-report.md,.md,1140,documentation,mvp-roadmap,Documentation: Mvp Roadmap,NO,NO,9a46710036ea,Active,KEEP,0fcc4fd842fef80abfa460364d85b7ac7b4c7cf38b087a52c85811cac4adf2ab,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/02-inference-acceptance/vllm-service-inventory.md,.md,2250,documentation,mvp-roadmap,Documentation: Mvp Roadmap,NO,NO,63f2fb7943b9,Active,KEEP,d5efff2253b72f57c65bf559d1123ef7ca04d9cf35777cb10fc775ef109b8354,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/03-tp2-decision/INSTRUCTIONS.md,.md,692,documentation,mvp-roadmap,Documentation: Mvp Roadmap,NO,NO,c561df54b39c,Active,KEEP,7fc595691675bbcc7f6185e0caf63fbc61260126f57d8bd1324aeb121b6529ad,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/03-tp2-decision/evidence/.gitkeep,(none),0,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,aacf95ae0020,Evidence,KEEP,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/03-tp2-decision/evidence/stage02-load-summary.txt,.txt,298,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,c561df54b39c,Evidence,KEEP,faad39a72676979f7ed175f368ca8765ee54c8ff7636ff9c2fd33f2a1ece5bea,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/03-tp2-decision/evidence/vllm-deployments-yaml.txt,.txt,19134,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,c561df54b39c,Evidence,KEEP,7bedd313222312fcc13c2bcdabadaa0fa5e3fab855f5b6b011d0821261d691f0,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/docs/mvp-roadmap/03-tp2-decision/evidence/vllm-gpu-limits.txt,.txt,9050,evidence,mvp-roadmap,Stage evidence: preserves raw or analytical output,NO,NO,c561df54b39c,Evidence,KEEP,5e85d6b9ec90858eeefc2cb521ed0c27f3e07d3563d71a8f6e73a1868934c086,bc3475b84a3d266f992046db125c65ed60506bd0
